Dates,Primary Type,Location Description,Arrest,Domestic,Ward,Counts,District,Primary Types
2015-08-08,STALKING,COMMERCIAL / BUSINESS OFFICE,0,1,16.0,7,8,28
2015-09-09,BATTERY,CHA APARTMENT,0,1,2.0,669,12,2
2015-09-09,BATTERY,RESIDENCE,0,1,1.0,669,12,2
2015-09-07,THEFT,RESIDENCE,0,0,42.0,765,1,29
2015-08-26,DECEPTIVE PRACTICE,RESIDENCE,0,0,41.0,17,16,9
2015-09-08,CRIMINAL DAMAGE,STREET,0,1,6.0,662,6,6
2015-09-04,THEFT,OTHER,0,0,42.0,179,1,29
2015-08-22,DECEPTIVE PRACTICE,STREET,0,0,4.0,18,2,9
2015-09-08,CRIMINAL DAMAGE,ABANDONED BUILDING,0,0,34.0,662,5,6
2015-09-09,CRIMINAL DAMAGE,STREET,0,0,41.0,669,16,6
2015-05-11,BATTERY,STREET,0,1,2.0,18,11,2
2015-09-09,DECEPTIVE PRACTICE,DEPARTMENT STORE,0,0,10.0,669,5,9
2015-09-08,THEFT,RESIDENCE-GARAGE,0,0,1.0,662,12,29
2015-09-08,ASSAULT,GROCERY FOOD STORE,0,0,1.0,662,14,1
2015-09-06,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),0,0,18.0,776,8,6
2015-07-30,DECEPTIVE PRACTICE,APARTMENT,0,0,27.0,5,12,9
2015-09-08,BURGLARY,RESIDENCE-GARAGE,0,0,6.0,662,6,3
2015-09-02,MOTOR VEHICLE THEFT,STREET,0,0,13.0,64,8,16
2015-09-09,BATTERY,APARTMENT,1,1,28.0,669,15,2
2015-09-09,ASSAULT,SIDEWALK,0,1,27.0,669,11,1
2015-09-09,ASSAULT,RESIDENCE,0,1,28.0,669,11,1
2015-09-09,CRIMINAL DAMAGE,DRIVEWAY - RESIDENTIAL,0,0,44.0,669,19,6
2015-09-09,CRIMINAL DAMAGE,DRIVEWAY - RESIDENTIAL,0,0,44.0,669,19,6
2015-09-09,BATTERY,RESIDENCE,0,1,4.0,669,2,2
2015-09-09,ASSAULT,VEHICLE - OTHER RIDE SERVICE,0,0,3.0,669,2,1
2015-09-08,BATTERY,APARTMENT,0,1,43.0,662,18,2
2015-09-08,ASSAULT,RESIDENCE,0,1,6.0,662,7,1
2015-09-04,THEFT,VEHICLE NON-COMMERCIAL,0,0,4.0,179,2,29
2015-09-09,THEFT,STREET,0,0,21.0,669,22,29
2015-09-08,THEFT,RESIDENTIAL YARD (FRONT/BACK),0,0,43.0,662,18,29
2015-09-08,BATTERY,SIDEWALK,0,1,3.0,662,2,2
2015-08-30,THEFT,VEHICLE NON-COMMERCIAL,0,0,11.0,28,9,29
2015-09-08,ASSAULT,PARKING LOT/GARAGE(NON.RESID.),0,0,18.0,662,8,1
2015-09-09,ASSAULT,APARTMENT,0,1,6.0,669,6,1
2015-09-08,BATTERY,RESIDENCE,0,1,4.0,662,2,2
2015-09-05,THEFT,APARTMENT,0,0,44.0,498,19,29
2015-09-09,NARCOTICS,SIDEWALK,1,0,27.0,669,11,17
2015-09-09,NARCOTICS,SIDEWALK,1,0,15.0,669,7,17
2015-09-08,THEFT,SIDEWALK,0,0,20.0,662,3,29
2015-09-04,THEFT,RESTAURANT,0,0,27.0,179,12,29
2015-09-09,BURGLARY,OTHER,0,0,19.0,669,22,3
2015-09-08,MOTOR VEHICLE THEFT,STREET,0,0,35.0,662,14,16
2015-09-08,MOTOR VEHICLE THEFT,STREET,0,0,4.0,662,2,16
2015-09-09,OTHER OFFENSE,VEHICLE NON-COMMERCIAL,0,0,14.0,669,8,22
2015-09-09,THEFT,STREET,0,0,36.0,669,25,29
2015-09-09,OFFENSE INVOLVING CHILDREN,RESIDENCE,1,0,4.0,669,2,20
2015-09-08,THEFT,STREET,0,0,23.0,662,8,29
2015-09-08,CRIMINAL DAMAGE,DRIVEWAY - RESIDENTIAL,0,0,41.0,662,16,6
2015-09-04,THEFT,OTHER,0,0,42.0,179,18,29
2015-09-09,THEFT,SIDEWALK,0,0,42.0,669,1,29
2015-09-08,DECEPTIVE PRACTICE,SMALL RETAIL STORE,0,0,19.0,662,22,9
2015-09-08,ASSAULT,RESIDENCE,0,1,9.0,662,5,1
2015-09-09,CRIMINAL TRESPASS,COMMERCIAL / BUSINESS OFFICE,1,0,42.0,669,1,8
2015-09-05,ASSAULT,SIDEWALK,0,0,13.0,498,8,1
2015-09-08,THEFT,SMALL RETAIL STORE,0,0,42.0,662,18,29
2015-09-07,ASSAULT,RESIDENCE,0,0,21.0,765,6,1
2015-09-01,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),0,0,18.0,66,8,6
2015-07-01,DECEPTIVE PRACTICE,OTHER,0,0,21.0,8,6,9
2015-09-07,CRIMINAL DAMAGE,RESIDENCE-GARAGE,0,0,18.0,765,8,6
2015-02-10,DECEPTIVE PRACTICE,OTHER,0,0,3.0,2,2,9
2015-09-09,THEFT,STREET,0,0,6.0,669,6,29
2015-09-09,THEFT,STREET,0,1,8.0,669,6,29
2015-09-08,THEFT,VEHICLE NON-COMMERCIAL,0,0,42.0,662,1,29
2015-09-08,DECEPTIVE PRACTICE,APARTMENT,0,0,7.0,662,4,9
2015-09-09,DECEPTIVE PRACTICE,TAXICAB,0,0,44.0,669,19,9
2015-09-09,ASSAULT,RESIDENCE,0,0,34.0,669,5,1
2015-09-09,THEFT,STREET,0,0,27.0,669,18,29
2015-09-07,BATTERY,TAXICAB,0,0,27.0,765,18,2
2015-08-21,DECEPTIVE PRACTICE,RESIDENCE,0,0,42.0,11,12,9
2015-08-15,OTHER OFFENSE,RESIDENCE,0,0,11.0,14,9,22
2015-09-09,THEFT,RESIDENCE,0,1,24.0,669,10,29
2015-09-09,THEFT,RESIDENTIAL YARD (FRONT/BACK),0,0,1.0,669,12,29
2015-09-09,BURGLARY,APARTMENT,0,0,49.0,669,24,3
2015-09-09,THEFT,CTA BUS,0,0,7.0,669,4,29
2015-09-09,THEFT,ATHLETIC CLUB,0,0,10.0,669,5,29
2015-09-06,OTHER OFFENSE,RESTAURANT,0,0,42.0,776,18,22
2015-09-09,BATTERY,APARTMENT,0,1,24.0,669,10,2
2015-08-15,THEFT,APARTMENT,0,0,33.0,14,17,29
2015-09-09,ASSAULT,STREET,1,0,16.0,669,9,1
2015-09-08,MOTOR VEHICLE THEFT,STREET,0,0,7.0,662,4,16
2015-08-23,THEFT,"SCHOOL, PUBLIC, BUILDING",0,0,6.0,11,6,29
2015-09-09,THEFT,SIDEWALK,0,0,24.0,669,11,29
2015-09-09,CRIMINAL DAMAGE,ALLEY,0,0,44.0,669,19,6
2015-09-09,THEFT,RESIDENCE,0,0,10.0,669,4,29
2015-09-09,NARCOTICS,VACANT LOT/LAND,1,0,15.0,669,7,17
2015-09-05,THEFT,OTHER,0,0,10.0,498,4,29
2015-09-04,OTHER OFFENSE,RESIDENCE,0,0,50.0,179,24,22
2015-08-05,DECEPTIVE PRACTICE,BANK,0,0,5.0,5,2,9
2015-09-07,OTHER OFFENSE,RESIDENCE,0,0,12.0,765,9,22
2015-09-09,BATTERY,RESIDENCE,0,1,17.0,669,7,2
2015-09-09,THEFT,OTHER,0,0,49.0,669,24,29
2015-09-08,BURGLARY,RESIDENCE-GARAGE,0,1,31.0,662,25,3
2015-09-08,BATTERY,APARTMENT,0,0,46.0,662,20,2
2015-09-09,THEFT,SIDEWALK,0,0,42.0,669,1,29
2015-08-19,OTHER OFFENSE,RESIDENCE,0,0,49.0,7,24,22
2015-05-03,DECEPTIVE PRACTICE,OTHER,1,0,5.0,2,3,9
2015-09-04,DECEPTIVE PRACTICE,RESTAURANT,0,0,27.0,179,12,9
2015-09-09,CRIMINAL DAMAGE,DAY CARE CENTER,0,0,27.0,669,12,6
2015-09-09,ROBBERY,APARTMENT,0,0,20.0,669,9,26
2015-09-09,ASSAULT,SIDEWALK,0,0,24.0,669,10,1
2015-09-09,BATTERY,APPLIANCE STORE,0,0,12.0,669,9,2
2015-09-09,THEFT,TAVERN/LIQUOR STORE,1,0,3.0,669,2,29
2015-09-07,THEFT,RESIDENTIAL YARD (FRONT/BACK),0,0,22.0,765,10,29
2015-09-03,DECEPTIVE PRACTICE,RESIDENCE,0,0,29.0,104,15,9
2015-09-07,STALKING,RESIDENCE,0,0,3.0,765,9,28
2015-09-09,NARCOTICS,ALLEY,1,0,28.0,669,10,17
2015-09-09,BATTERY,HOSPITAL BUILDING/GROUNDS,0,0,29.0,669,15,2
2015-09-09,NARCOTICS,SIDEWALK,1,0,37.0,669,15,17
2015-09-04,THEFT,SIDEWALK,0,0,43.0,179,19,29
2015-09-08,THEFT,OTHER,0,0,4.0,662,2,29
2015-09-08,THEFT,"SCHOOL, PUBLIC, GROUNDS",0,0,2.0,662,12,29
2015-09-08,THEFT,COLLEGE/UNIVERSITY GROUNDS,0,0,47.0,662,19,29
2015-09-07,ROBBERY,STREET,0,0,8.0,765,4,26
2015-09-09,BATTERY,STREET,0,0,37.0,669,25,2
2015-09-03,THEFT,DEPARTMENT STORE,1,0,32.0,104,14,29
2015-09-09,NARCOTICS,STREET,1,0,45.0,669,16,17
2015-09-09,BATTERY,RESIDENCE,0,1,21.0,669,22,2
2015-09-09,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,0,13.0,669,8,20
2015-09-09,CRIMINAL DAMAGE,STREET,0,0,28.0,669,11,6
2015-09-08,MOTOR VEHICLE THEFT,STREET,0,0,22.0,662,10,16
2015-09-09,OTHER OFFENSE,RESIDENCE,0,0,40.0,669,24,22
2015-09-08,BURGLARY,RESTAURANT,1,0,48.0,662,24,3
2015-09-05,THEFT,"SCHOOL, PUBLIC, GROUNDS",0,0,47.0,498,19,29
2015-09-09,NARCOTICS,SIDEWALK,1,0,27.0,669,11,17
2015-09-09,NARCOTICS,STREET,1,0,29.0,669,15,17
2015-09-09,BATTERY,ALLEY,1,0,22.0,669,10,2
2015-09-09,THEFT,DEPARTMENT STORE,1,0,13.0,669,8,29
2015-09-07,THEFT,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,0,0,41.0,765,16,29
2015-09-07,THEFT,VEHICLE NON-COMMERCIAL,0,0,2.0,765,1,29
2015-08-21,THEFT,HOTEL/MOTEL,0,0,42.0,11,18,29
2015-09-09,NARCOTICS,SIDEWALK,1,0,49.0,669,24,17
2015-09-04,KIDNAPPING,SIDEWALK,0,1,9.0,179,5,14
2015-02-04,KIDNAPPING,"SCHOOL, PUBLIC, BUILDING",0,1,21.0,1,6,14
2015-05-22,BURGLARY,APARTMENT,0,0,49.0,4,24,3
2015-09-08,BURGLARY,RESTAURANT,0,0,1.0,662,14,3
2015-02-27,DECEPTIVE PRACTICE,BANK,0,0,22.0,1,10,9
2015-09-08,MOTOR VEHICLE THEFT,STREET,0,0,35.0,662,14,16
2015-09-08,ASSAULT,STREET,0,1,34.0,662,5,1
2015-07-14,DECEPTIVE PRACTICE,ATM (AUTOMATIC TELLER MACHINE),0,0,42.0,6,1,9
2015-09-09,THEFT,CTA TRAIN,0,0,2.0,669,11,29
2015-08-12,DECEPTIVE PRACTICE,APARTMENT,0,0,42.0,8,18,9
2015-09-09,OTHER OFFENSE,APARTMENT,0,1,7.0,669,4,22
2015-09-08,DECEPTIVE PRACTICE,RESIDENCE,0,0,42.0,662,18,9
2015-09-09,OTHER OFFENSE,SIDEWALK,1,0,17.0,669,6,22
2015-09-09,THEFT,RESIDENTIAL YARD (FRONT/BACK),0,0,26.0,669,12,29
2015-09-07,ASSAULT,RESIDENCE PORCH/HALLWAY,0,0,27.0,765,12,1
2015-09-08,CRIMINAL DAMAGE,STREET,0,0,36.0,662,25,6
2015-09-09,ASSAULT,RESIDENCE,0,0,9.0,669,5,1
2015-09-08,ROBBERY,STREET,0,0,6.0,662,3,26
2015-09-09,ROBBERY,SIDEWALK,0,0,28.0,669,11,26
2015-09-09,THEFT,APARTMENT,0,1,28.0,669,11,29
2015-09-09,BATTERY,ALLEY,1,0,20.0,669,3,2
2015-09-08,ASSAULT,RESIDENCE,0,1,16.0,662,9,1
2015-09-09,NARCOTICS,CHA PARKING LOT/GROUNDS,1,0,3.0,669,9,17
2015-09-08,THEFT,STREET,0,0,45.0,662,16,29
2015-09-09,ROBBERY,APARTMENT,0,1,8.0,669,6,26
2015-09-09,ASSAULT,ALLEY,1,0,39.0,669,17,1
2015-09-08,DECEPTIVE PRACTICE,OTHER,0,0,21.0,662,6,9
2015-08-29,THEFT,STREET,0,0,17.0,18,7,29
2015-09-09,OTHER OFFENSE,RESIDENCE,0,1,46.0,669,19,22
2015-09-09,ASSAULT,SIDEWALK,1,1,2.0,669,1,1
2015-09-03,THEFT,OTHER,0,0,2.0,104,1,29
2015-09-09,NARCOTICS,SIDEWALK,1,0,24.0,669,10,17
2015-09-09,BATTERY,DEPARTMENT STORE,0,0,47.0,669,20,2
2015-09-08,MOTOR VEHICLE THEFT,STREET,0,0,18.0,662,8,16
2015-09-08,THEFT,STREET,0,0,8.0,662,6,29
2015-09-08,THEFT,STREET,0,0,8.0,662,4,29
2015-09-09,CRIMINAL DAMAGE,STREET,0,0,42.0,669,1,6
2015-09-06,CRIMINAL DAMAGE,OTHER,0,0,7.0,776,3,6
2015-09-07,THEFT,STREET,0,0,20.0,765,3,29
2015-09-08,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),0,0,42.0,662,12,6
2015-09-09,THEFT,CTA TRAIN,0,0,20.0,669,3,29
2015-09-06,THEFT,STREET,0,0,6.0,776,6,29
2015-09-03,THEFT,STREET,0,0,40.0,104,20,29
2015-09-04,MOTOR VEHICLE THEFT,STREET,0,0,2.0,179,1,16
2015-09-08,BURGLARY,RESIDENCE-GARAGE,0,0,4.0,662,2,3
2015-09-09,CRIMINAL TRESPASS,PARKING LOT/GARAGE(NON.RESID.),1,0,8.0,669,6,8
2015-09-09,BURGLARY,RESIDENCE,0,0,31.0,669,25,3
2015-07-21,BURGLARY,ABANDONED BUILDING,0,0,9.0,4,5,3
2015-09-08,MOTOR VEHICLE THEFT,ALLEY,0,0,25.0,662,12,16
2015-09-09,BATTERY,VEHICLE NON-COMMERCIAL,0,1,21.0,669,6,2
2015-09-09,CRIMINAL DAMAGE,RESIDENCE,0,0,20.0,669,7,6
2015-09-09,ASSAULT,APARTMENT,0,0,17.0,669,7,1
2015-09-09,BURGLARY,RESIDENCE-GARAGE,0,0,7.0,669,4,3
2015-09-08,THEFT,RESIDENTIAL YARD (FRONT/BACK),0,0,44.0,662,19,29
2015-09-07,BURGLARY,APARTMENT,0,0,6.0,765,7,3
2015-09-07,CRIMINAL DAMAGE,RESIDENCE-GARAGE,0,0,35.0,765,14,6
2015-09-09,BATTERY,POLICE FACILITY/VEH PARKING LOT,1,0,19.0,669,22,2
2015-09-09,NARCOTICS,"SCHOOL, PUBLIC, GROUNDS",1,0,26.0,669,25,17
2015-09-09,BATTERY,"SCHOOL, PUBLIC, BUILDING",1,0,28.0,669,15,2
2015-09-03,CRIMINAL DAMAGE,RESIDENCE,0,0,28.0,104,15,6
2015-09-09,DECEPTIVE PRACTICE,SIDEWALK,1,0,25.0,669,12,9
2015-09-09,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),0,0,43.0,669,18,6
2015-09-09,CRIMINAL DAMAGE,APARTMENT,0,0,8.0,669,3,6
2015-09-04,DECEPTIVE PRACTICE,RESTAURANT,0,0,8.0,179,4,9
2015-09-08,BURGLARY,APARTMENT,0,0,20.0,662,3,3
2015-09-09,NARCOTICS,"SCHOOL, PUBLIC, BUILDING",1,0,10.0,669,4,17
2015-09-09,MOTOR VEHICLE THEFT,STREET,0,0,4.0,669,2,16
2015-09-09,THEFT,SMALL RETAIL STORE,0,0,32.0,669,18,29
2015-09-09,INTERFERENCE WITH PUBLIC OFFICER,STREET,1,0,8.0,669,4,12
2015-09-09,THEFT,STREET,0,0,30.0,669,17,29
2015-07-11,DECEPTIVE PRACTICE,RESIDENCE,0,0,24.0,4,10,9
2015-09-09,ROBBERY,SMALL RETAIL STORE,1,0,31.0,669,25,26
2015-09-09,THEFT,RESIDENCE,1,0,22.0,669,10,29
2015-09-08,DECEPTIVE PRACTICE,RESIDENCE,0,0,5.0,662,3,9
2015-09-09,NARCOTICS,STREET,1,0,37.0,669,15,17
2015-09-09,BATTERY,RESIDENCE,0,1,21.0,669,22,2
2015-09-09,BATTERY,RESIDENCE,0,1,21.0,669,22,2
2015-09-09,BURGLARY,RESTAURANT,0,0,6.0,669,6,3
2015-08-28,THEFT,HOSPITAL BUILDING/GROUNDS,0,0,44.0,33,19,29
2015-09-04,THEFT,RESIDENCE,0,0,2.0,179,12,29
2015-09-09,WEAPONS VIOLATION,CTA BUS STOP,1,0,16.0,669,7,30
2015-08-30,CRIMINAL DAMAGE,APARTMENT,0,0,31.0,28,25,6
2015-09-09,NARCOTICS,CHA PARKING LOT/GROUNDS,1,0,9.0,669,5,17
2015-09-09,WEAPONS VIOLATION,APARTMENT,0,0,34.0,669,5,30
2015-09-09,NARCOTICS,ALLEY,1,0,29.0,669,15,17
2015-09-09,ROBBERY,STREET,0,0,25.0,669,9,26
2015-09-09,CRIMINAL TRESPASS,CHA PARKING LOT/GROUNDS,1,0,27.0,669,18,8
2015-09-09,BURGLARY,RESIDENCE,0,0,1.0,669,12,3
2015-08-09,BURGLARY,VACANT LOT/LAND,0,0,7.0,2,4,3
2015-09-09,THEFT,RESIDENTIAL YARD (FRONT/BACK),0,1,28.0,669,15,29
2015-09-04,ASSAULT,RESIDENCE PORCH/HALLWAY,0,1,8.0,179,4,1
2015-09-09,NARCOTICS,SIDEWALK,1,0,28.0,669,15,17
2015-09-02,THEFT,RESIDENCE PORCH/HALLWAY,0,0,2.0,64,12,29
2015-09-09,OTHER OFFENSE,APARTMENT,0,1,12.0,669,9,22
2015-09-04,THEFT,SIDEWALK,0,0,1.0,179,19,29
2015-09-09,OTHER OFFENSE,APARTMENT,0,1,17.0,669,6,22
2015-09-09,ASSAULT,APARTMENT,0,1,26.0,669,14,1
2015-09-09,WEAPONS VIOLATION,CHA PARKING LOT/GROUNDS,1,0,3.0,669,9,30
2015-05-11,THEFT,SMALL RETAIL STORE,0,0,8.0,18,4,29
2015-09-08,MOTOR VEHICLE THEFT,STREET,0,0,18.0,662,8,16
2015-08-20,THEFT,APARTMENT,0,0,7.0,12,3,29
2015-09-03,MOTOR VEHICLE THEFT,STREET,0,0,24.0,104,11,16
2015-09-09,THEFT,STREET,0,0,43.0,669,18,29
2015-09-09,BATTERY,APARTMENT,0,1,40.0,669,20,2
2015-09-09,NARCOTICS,VEHICLE NON-COMMERCIAL,1,0,15.0,669,7,17
2015-09-09,NARCOTICS,SIDEWALK,1,0,31.0,669,25,17
2015-09-08,BATTERY,"SCHOOL, PUBLIC, BUILDING",0,0,9.0,662,5,2
2015-09-03,THEFT,OTHER,0,0,32.0,104,19,29
2015-09-09,THEFT,VACANT LOT/LAND,0,0,16.0,669,9,29
2015-09-09,THEFT,OTHER,0,0,46.0,669,19,29
2015-09-09,THEFT,SMALL RETAIL STORE,1,0,21.0,669,6,29
2015-09-09,THEFT,RESIDENCE PORCH/HALLWAY,0,0,33.0,669,17,29
2015-08-08,THEFT,RESIDENCE,0,0,11.0,7,9,29
2015-09-08,DECEPTIVE PRACTICE,RESIDENCE,0,0,48.0,662,20,9
2015-09-09,OTHER OFFENSE,SMALL RETAIL STORE,1,0,19.0,669,22,22
2015-09-09,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),0,0,11.0,669,9,6
2015-09-08,OTHER OFFENSE,OTHER,0,0,21.0,662,22,22
2015-09-09,NARCOTICS,SIDEWALK,1,0,27.0,669,11,17
2015-08-22,THEFT,APARTMENT,0,0,43.0,18,18,29
2015-09-09,ASSAULT,ALLEY,0,0,34.0,669,5,1
2015-08-07,THEFT,RESIDENCE PORCH/HALLWAY,0,0,9.0,8,5,29
2015-06-09,THEFT,"SCHOOL, PUBLIC, BUILDING",0,0,10.0,3,4,29
2015-09-09,THEFT,STREET,0,0,40.0,669,20,29
2015-09-07,THEFT,SMALL RETAIL STORE,0,0,4.0,765,2,29
2015-09-09,THEFT,CTA STATION,0,0,11.0,669,9,29
2015-09-09,BATTERY,STREET,0,0,37.0,669,15,2
2015-09-08,DECEPTIVE PRACTICE,RESIDENCE,0,0,18.0,662,8,9
2015-09-09,PUBLIC PEACE VIOLATION,"SCHOOL, PRIVATE, BUILDING",0,0,24.0,669,11,25
2015-09-09,PROSTITUTION,STREET,1,0,24.0,669,11,23
2015-09-09,THEFT,OTHER,0,0,45.0,669,17,29
2015-09-09,OTHER OFFENSE,BARBERSHOP,0,0,5.0,669,3,22
2015-08-22,DECEPTIVE PRACTICE,RESIDENCE,0,0,24.0,18,10,9
2015-08-28,DECEPTIVE PRACTICE,RESIDENCE,0,0,13.0,33,8,9
2015-08-22,DECEPTIVE PRACTICE,APARTMENT,0,0,14.0,18,9,9
2015-09-09,ROBBERY,SIDEWALK,0,0,1.0,669,14,26
2015-08-21,DECEPTIVE PRACTICE,OTHER,0,0,12.0,11,9,9
2015-09-07,DECEPTIVE PRACTICE,SMALL RETAIL STORE,0,0,43.0,765,18,9
2015-09-08,BURGLARY,RESIDENCE-GARAGE,0,0,14.0,662,8,3
2015-09-09,DECEPTIVE PRACTICE,OTHER,0,0,3.0,669,9,9
2015-09-09,DECEPTIVE PRACTICE,RESIDENCE,0,1,23.0,669,8,9
2015-09-08,OTHER OFFENSE,OTHER,0,0,13.0,662,8,22
2015-09-09,ASSAULT,RESIDENCE PORCH/HALLWAY,0,1,34.0,669,22,1
2015-09-09,BURGLARY,RESIDENCE,0,0,20.0,669,3,3
2015-09-07,THEFT,RESIDENCE,0,0,2.0,765,11,29
2015-09-09,NARCOTICS,SIDEWALK,1,0,28.0,669,11,17
2015-09-03,DECEPTIVE PRACTICE,RESIDENCE,0,0,34.0,104,5,9
2015-09-09,OTHER OFFENSE,SIDEWALK,1,0,34.0,669,22,22
2015-09-08,MOTOR VEHICLE THEFT,STREET,1,0,48.0,662,20,16
2015-09-09,BATTERY,VEHICLE NON-COMMERCIAL,1,1,29.0,669,15,2
2015-09-09,BATTERY,RESTAURANT,0,0,1.0,669,14,2
2015-09-09,THEFT,SMALL RETAIL STORE,0,0,32.0,669,18,29
2015-09-09,NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),1,0,28.0,669,15,17
2015-09-09,WEAPONS VIOLATION,CHA PARKING LOT/GROUNDS,1,0,9.0,669,5,30
2015-09-09,ASSAULT,"SCHOOL, PUBLIC, BUILDING",0,0,18.0,669,8,1
2015-09-09,BURGLARY,APARTMENT,0,0,9.0,669,5,3
2015-09-09,THEFT,STREET,0,0,2.0,669,1,29
2015-09-08,CRIMINAL DAMAGE,STREET,0,0,19.0,662,22,6
2015-09-01,CRIMINAL DAMAGE,BANK,0,0,42.0,66,12,6
2015-09-09,THEFT,SMALL RETAIL STORE,0,0,22.0,669,10,29
2015-09-09,THEFT,STREET,0,0,32.0,669,18,29
2015-08-08,DECEPTIVE PRACTICE,RESIDENCE,0,0,1.0,7,14,9
2015-09-09,BATTERY,PARK PROPERTY,0,0,25.0,669,12,2
2015-09-08,DECEPTIVE PRACTICE,POOL ROOM,0,0,2.0,662,1,9
2015-09-09,ASSAULT,SIDEWALK,0,0,42.0,669,1,1
2015-09-06,OTHER OFFENSE,STREET,0,0,6.0,776,6,22
2015-09-09,THEFT,RESTAURANT,0,0,42.0,669,1,29
2015-09-09,CRIMINAL TRESPASS,RESIDENCE,1,0,35.0,669,17,8
2015-09-08,ROBBERY,GAS STATION,0,0,37.0,662,15,26
2015-08-25,BURGLARY,RESIDENCE,0,0,27.0,17,11,3
2015-07-04,BATTERY,APARTMENT,0,0,24.0,3,11,2
2015-09-09,PUBLIC PEACE VIOLATION,STREET,1,0,26.0,669,12,25
2015-09-09,BATTERY,SMALL RETAIL STORE,0,0,37.0,669,11,2
2015-09-09,OTHER OFFENSE,APARTMENT,0,0,22.0,669,10,22
2015-09-08,BURGLARY,RESIDENCE-GARAGE,0,0,8.0,662,4,3
2015-09-09,THEFT,STREET,0,0,50.0,669,24,29
2015-09-06,BURGLARY,RESIDENCE-GARAGE,0,0,35.0,776,14,3
2015-09-09,BATTERY,RESTAURANT,0,0,11.0,669,9,2
2015-09-08,BURGLARY,RESIDENCE-GARAGE,0,0,19.0,662,22,3
2015-09-09,BATTERY,RESIDENCE,0,1,9.0,669,5,2
2015-09-09,ASSAULT,GAS STATION,1,0,34.0,669,5,1
2015-09-09,THEFT,CTA TRAIN,0,0,2.0,669,1,29
2015-09-08,BATTERY,CTA BUS,0,0,1.0,662,14,2
2015-09-08,ASSAULT,SIDEWALK,0,0,24.0,662,11,1
2015-09-08,THEFT,CTA BUS STOP,0,0,31.0,662,25,29
2015-09-09,BATTERY,"SCHOOL, PUBLIC, BUILDING",1,0,8.0,669,6,2
2015-09-07,MOTOR VEHICLE THEFT,STREET,1,0,30.0,765,25,16
2015-08-10,DECEPTIVE PRACTICE,RESIDENCE,0,0,29.0,15,15,9
2015-09-09,BATTERY,RESIDENCE,1,1,34.0,669,5,2
2015-09-08,ASSAULT,RESIDENCE,0,1,24.0,662,10,1
2015-09-09,BURGLARY,APARTMENT,0,0,16.0,669,7,3
2015-05-05,DECEPTIVE PRACTICE,CURRENCY EXCHANGE,0,0,45.0,1,16,9
2015-09-09,BATTERY,APARTMENT,0,0,46.0,669,19,2
2015-09-09,NARCOTICS,ALLEY,1,0,17.0,669,7,17
2015-08-29,THEFT,GROCERY FOOD STORE,0,0,45.0,18,16,29
2015-02-20,DECEPTIVE PRACTICE,APARTMENT,0,0,2.0,1,12,9
2015-04-16,OTHER OFFENSE,APARTMENT,0,0,18.0,1,8,22
2015-08-30,DECEPTIVE PRACTICE,RESIDENCE,0,0,18.0,28,8,9
2015-09-09,BATTERY,STREET,1,0,28.0,669,11,2
2015-09-09,THEFT,SMALL RETAIL STORE,1,0,4.0,669,2,29
2015-09-04,DECEPTIVE PRACTICE,OTHER,0,0,42.0,179,1,9
2015-09-09,MOTOR VEHICLE THEFT,STREET,1,0,44.0,669,19,16
2015-09-09,THEFT,SMALL RETAIL STORE,0,0,36.0,669,25,29
2015-09-07,CRIMINAL DAMAGE,STREET,0,0,37.0,765,25,6
2015-09-09,BATTERY,ALLEY,1,0,28.0,669,11,2
2015-09-09,THEFT,SMALL RETAIL STORE,0,0,48.0,669,20,29
2015-09-08,CRIMINAL DAMAGE,RESIDENCE,0,0,50.0,662,24,6
2015-09-08,THEFT,APARTMENT,0,0,15.0,662,7,29
2015-09-09,ASSAULT,"SCHOOL, PRIVATE, BUILDING",0,0,17.0,669,7,1
2015-09-09,ROBBERY,ALLEY,0,0,14.0,669,8,26
2015-09-08,THEFT,OTHER,0,0,50.0,662,24,29
2015-09-09,THEFT,STREET,0,0,16.0,669,7,29
2015-09-09,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),1,0,2.0,669,12,17
2015-09-09,THEFT,VEHICLE NON-COMMERCIAL,0,0,17.0,669,7,29
2015-09-08,BURGLARY,APARTMENT,1,0,17.0,662,7,3
2015-09-09,CRIMINAL DAMAGE,RESIDENCE,0,0,17.0,669,7,6
2015-09-09,CRIMINAL DAMAGE,STREET,1,0,16.0,669,7,6
2015-09-09,THEFT,APARTMENT,0,0,38.0,669,16,29
2015-08-20,BATTERY,PARK PROPERTY,0,0,32.0,12,14,2
2015-09-09,BATTERY,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,1,0,41.0,669,16,2
2015-09-08,THEFT,STREET,0,0,40.0,662,20,29
2015-08-10,DECEPTIVE PRACTICE,RESIDENCE,0,0,31.0,15,25,9
